HS Code,Item (Arabic),Duty Rate (%)
85076010100,بطاريات (مستعملة) من ليثيوم - أيون المعدة للسيارات الكهربائية و أو / السيارات الهجينة,0
85076010900,بطاريات من ليثيوم - أيون المعدة للسيارات الكهربائية و / أو السيارات الهجينة عدا المستعملة,0
85076090000,مدخرات (جماعات) كهربائية بالليثيوم ايون (غ) م ك ),5
85078010100,غيرها من بطاريات (مستعملة) المعدة للسيارات الكهربائية وأو / السيارات الهجينة,0
85078010900,غيرها من البطاريات المعدة للسيارات الكهربائية و / أو السيارات الهجينة ( عدا المستعملة),0
85078090000,مدخرات (جماعات) كهربائية أخر (غ.م.ك),5
85079000000,أجزاء مدخرات (جماعات) كهربائية,0
85081100000,مكانس كهربائية ذات محرك كهربائي مندمج طاقة = 1500 وط مزودة بكيس او وعاء اخر لا تزيد سعتة عن لتر 20,25
85081900000,"مكانس كهربائية ذات محرك كهربائي مندمج معها, (غ.م.ك)",25
85086000000,مكانس كهربائية اخر (غ. م.ك),25
85087010000,أجزاء المكانس الكهربائية المستوردة من قبل المصانع كمدخلات انتاج,0
85087090000,أجزاء المكانس الكهربائية (غ.م.ك),25
85094000000,طواحين وخلاطات المأكولات عصارات الفواكه أو الخضر للإستعمال المنزلي بمحرك كهربائي مندمج,5
85098000000,أجهزة آلية كهربائية أخر ( عدا مكانس البند 8508) للإستعمال المنزلي ذات محرك كهربائي مندمج (غ. م.ك),25
85099000000,"اجزاء الاجهزة آلية كهربائية أخر ( عدا مكانس البند 8508) للإستعمال المنزلي, ذات محرك كهربائي مندمج",25
85101000000,أجهزة حلاقة ذات محرك كهربائي مندمج,5
85102000000,أجهزة قص أو جز الشعر ذات محرك كهربائي مندمج,5
85103000000,أجهزة إزالة الشعر ذات محرك كهربائي مندمج,5
85109000000,أجزاء الأجهزة الداخلة في البند 8510,5
85111000000,شمعات الإحتراق الكهربائية لمحركات الإحتراق الداخلي,5
85112000000,"مغناطيسات إشعال ومولدات ودواليب منظمة للحركة, مغناطيسة المحركات الإحتراق الداخلي",5
85113010000,وشائع حث للمحركات الكهربائية,5
85113090000,موزعات : وشائع إشعال كهربائية لمحركات الإحتراق الداخلي (غ. م.ك),5
85114000000,"محركات لإطلاق الحركة, كهربائية, وإن كانت تعمل كمولدات المحركات الإحتراق الداخلي",5
85115000000,مولدات كهربائية أخر المحركات الإحتراق الداخلي,5
85118000000,"معدات وأجهزة كهربائية أخر, للإشعال أو إطلاق الحركة المحركات الإحتراق الداخلي",5
85119000000,أجزاء المعدات والأجهزة الكهربائية الداخلة بالبند 8511,5
85121000000,أجهزة كهربائية للإنارة أو الإشارة المرئية من الأنواع المستعملة للدراجات العادية,5
85122000100,لطاشات وانوار تحذيرية خاصة بالمركبات,5
85122000200,أضوية الزينون الخاصة بالمركبات,5
85122000900,"أجهزة إنارة أو إشارة مرئية، أخر من الأنواع المستعملة للمركبات أو الدراجات النارية (غ.م.ك)",5
85123010100,زوامير الخطر الخاصة بالمركبات,5
85123010900,للمركبات المشمولة في البنود من 87.01 إلى 87.05 (ع.م.ك),5
85123090000,"أجهزة كهربائية للإشارة الصوتية, (ع.م.ك)",5
85124010000,أجهزة كهربائية لمسح الزجاج أو لإذابة الصقيع أو لإزالة البخار المتكثف للمركبات أو الدراجات المستورد من قبل المصانع المرخصة لتجميع وتصنيع المركبات كمدخلات إنتاج,5
85124090000,أجهزة كهربائية لمسح الزجاج أو لإذابة الصقيع أو لإزالة البخار المتكثف للمركبات أو الدراجات ) (غ. م.ك),5
85129000000,أجزاء الأجهزة الكهربائية التابعة للبند 8512,5
85131000000,"مصابيح كهربائية قابلة للحمل, مصممة للعمل بواسطة مصدر طاقة خاص بها عدا الداخلة بالبند 8512",5
85139000000,أجزاء المصابيح الكهربائية القابلة للحمل والتي تعمل بواسطة مصدر طاقة خاص بها,5
85141100000,"أفران ذات مقاومة حرارية بالتسخين غير المباشر) ، مكابس متوازنة حرارية ( isostatic )",0
85141900000,أفران ذات مقاومة حرارية بالتسخين غير المباشر) (غ. م.ك),0
85142000000,"أفران للصناعة وللمختبرات, عاملة بالتأثير الكهربائي أو بحجز الشحنة",0
85143100000,أفرن تعمل بحزم الكترونات,0
85143200000,أفران تعمل بأقواس بلازما وتفريغ الهواء,0
85143900000,أفران آخر (غ.م.ك),0
85144000000,"أجهزة أخر لمعالجة المواد بالحرارة تعمل بالحث ""بالتأثير "" الكهربائي أو بحجز الشحنة",0
85149010000,اجزاء لافران التسخين بالمقاومة المستخدمة في انتاج الأدوات شبة الموصلة على الرقاقات .,0
85149020000,"اجزاء لاجهزة البند الفرعى 851410,8514.30",0
85149090000,أجزاء للأفران والأجهزة الكهربائية الداخلة في البند 8514 (غ. م.ك),5
85151100000,مسدسات ومكاوي اللحام بمعادن مالئة ( عيدان لحام قاسية او لينة,0
85151900000,آلات وأجهزة كهربائية للحام بمعادن مالئة ( عيدان لحام قاسية او لينة). (غ. م.ك),0
85152100000,آلات وأجهزة كهربائية للحام المعادن بالمقاومة ذاتية الحركة كليا أو جزئيا,0
85152900000,لات وأجهزة كهربائية للحام المعادن بالمقاومة (غ. م.ك),0
85153100000,"آلات وأجهزة كهربائية للحام المعادن, بطريقة الأقواس ذاتية الحركة كليا أو جزئيا",0
85153900000,"آلات وأجهزة كهربائية للحام المعادن, بطريقة الأقواس (بما فيها اقواس البلازما), (غ.م.ك)",0
85158010000,آلات وأجهزة كهربائية للرش الساخن للمعادن أو كربيدات المعادن الملبدة,5
85158020000,آلات وأجهزة كهربائية للحام معدة للاستعمال الصناعي,0
85158090000,آلات وأجهزة كهربائية للحام (غ. م.ك),5
85159000000,أجزاء الآلات والأجهزة الكهربائية الداخلة في البند 8515,0
85161010000,"مسخنات فورية للماء ومسخنات ماء مجمع, ومسخنات حرارية غاطسة كهربائية معدة للاستعمال الصناعي",0
85161020000,"مسخنات فورية للماء ومسخنات ماء مجمع كهربائية, ومسخنات حرارية .. غاطسة المستورد.. مصانع.. انتاج",0
85161090000,"مسخنات فورية للماء ومسخنات ماء مجمع كهربائية, ومسخنات حرارية كهربائية غاطسة (غ. م.ك)",25
85162100000,مشعات راديترات) مدخرة للحرارة,25
85162910000,صفائح من كربون مغطاة بلدائن وتتضمن موصلات نحاسية للكهرباء مستوردة من قبل مصانع كمدخلات انتاج,0
85162920000,صوبات (دفايات) كهربائية,25
85162990000,أجهزة كهربائية لتدفئة الأماكن أو الأتربة أو لإستعمالات مماثلة عدا المشعات المدخرة للحرارة (غ. م.ك),5
85163100000,أجهزة حرارية كهربائية لتجفيف الشعر,5
85163200000,أجهزة حرارية كهربائية أخر لتصفيف الشعر,5
85163300000,أجهزة حرارية كهربائية لتجفيف الأيدي,5
85164000000,مكاوي كهربائية,25
85165000000,أفران تعمل بموجات متناهية الصغر (مايكروويف),25
85166000000,أفران أخر ؛ أفران طبخ ومواقد (بما فيها مسطحات الطبخ و غلايات وشوايات ومحامص كهربائية,25
85167100000,أجهزة حرارية كهربائية لإعداد القهوة أو الشاي,5
85167200000,أجهزة حرارية كهربائية لتحميص الخبز,5
85167910000,أجهزة حرارية كهربائية أخر مستورد.. كمستلزمات .. لاستخداماتها الخاصة,0
85167990000,أجهزة حرارية كهربائية آخر (غ.م.ك),5
85168000000,مقاومات حرارية كهربائية,0
85169010000,أجزاء الأجهزة الحرارية الكهربائية لأصناف البند 8516 المستورد من قبل المصانع كمدخلات انتاج,0
85169090000,أجزاء الأجهزة الحرارية الكهربائية لأصناف البند (8516 (غ. م.ك),5
85171100000,أجهزة هاتف سلكية ذات وحدات يد لاسلكية,0
85171300000,هواتف ذكية,0
85171410000,أجهزة هواتف أخر لشبكات المحمول (الخلوية),0
85171490100,نظام اتصال يتكون من مقسم يستخدم في أنظمة الانذار من الحريق,0
85171490900,أجهزة هواتف أخر لشبكات المحمول أو لغيرها من الشبكات اللاسلكية (غ.م.ك),0
85171800000,أجهزة هاتف أخر (غ. م.ك),0
85176100000,محطات اساسية لارسال او استقبال الصوت او الصورة او معلومات اخر ....,0
85176200100,نظام الاتصال الآلي لنظام الانذار من الحريق (auto dialer),0
85176200900,"أجهزة لاستقبال، تحويل وارسال او استرجاع الصوت أو الصورة او معلومات اخر، بما فيها أجهزة التحويل والتوجية (ع.م.ك)",0
85176910000,"مستقبلات قابلة للحمل, للنداء أو التنبيه أو الإستدعاء",0
85176990100,انظمة اتصالات مكونه من مقسم يستخدم في انظمة الحريق,0
85176990900,اجهزة لارسال او استقبال الصوت او الصورة او ... بما فيها اجهزة للاتصالات فيشبكة سلكية او .. (غ. م.ك),0
85177000000,"اجزاء, اجهزة هواتف شبكة خلوية او ... اجهزة ارسال او استقبال صوت او .. بما فيها اجهزة اتصالات .. ( غ. م.ك",0
85177100000,"هوائيات "" أنتينات "" وعاكسات هوائيات من جميع الأنواع أجزاء معدة للاستعمال مع هذه الأصناف",0
85177900000,أجزاء (ع.م.ك),0
85181010000,مذياعات ذات تردد الى 3.4khz 3 300hz بقطر 10 ملم وارتفاع ملم 3 للاستعمال مع اجهزة الاتصالات,0
85181090100,ميكرفون اللاسلكي,5
85181090900,مذياعات الصوت (ميكروفونات) وحواملها (غ.م.ك),5
85182100000,مكبرات صوت مفردة مركبة في هياكلها,5
85182200000,مكبرات صوت متعددة مركبة في نفس الهيكل,5
85182910000,سماعات بدون أغلفة ذات تردد 300hz إلى 3.4khz بقطر 50 ملم للاستعمال مع أجهزة الاتصالات,0
85182920000,مكبرات صوت بدون هيكل (غلاف) المستوردة كمدخلات انتاج .. المصانع المرخصة لانتاج اجهزة التلفاز,0
85182990000,مكبرات صوت أخر (غ.م.ك)),5
85183010000,مجموعات يد خاصة بأجهزة الهاتف السلكية,0
85183090100,سماعات لنظام الاخلاء الصوتي (جدارية وسقفية),5
85183090900,سماعات رأس وسماعات أذن وسماعات متحدة بمذياعات للصوت (غ. م.ك),5
85184000000,مضخمات كهربائية للذبذبات الصوتية,5
85185000100,مضخمات الصوت التابعة لنظام الإخلاء الصوتي,5
85185000200,مضخمات الصوت الخاصة بالمركبات,5
85185000900,مجموعات كهربائية لتضخيم الصوت (غ. م.ك),5
85189000000,أجزاء ميكروفونات ومكبرات صوت وسماعات ومضخمات وغيرها من أصناف البند 8518 ),0
85192000000,مشغلات إسطوانات تدار بقطع نقدية أو قطع بديلة,5
85193000000,اجهزة ادارة اسطوانات,5
85198110000,مشغلات أشرطة كاسيت عدا التي بحجم الجيب باستخدام وسائل مغناطيسية بصرية اونصف موصلة للكهرباء,5
85198120000,اجهزة اخر مصممة لقراءة ملفات MP3,0
85198190000,اجهزة اخر لتسجيل او اذاعة الصوت باستخدام وسائل مغناطيسية بصرية اونصف موصلة للكهرباء (غ. م.ك),5
85198910000,اجهزة اخر مشغلات اسطوانات بدون مكبر صوت (غ.م.ك),5
85198990000,اجهزة اخر لتسجيل او اذاعة الصوت (غ.م.ك),5
85211000000,أجهزة تسجيل أو إذاعة الصوت والصورة (فيديو) تعمل بأشرطة ممغنطة,5
85219010000,اجهزة قراءة القرص الفيديوي الرقمي ()DVD,5
85219090000,"أجهزة تسجيل أو إذاعة الصوت والصورة (فيديو), (غ.م.ك)",5
85221000000,رؤوس صوت إبر الحاكي),5
85229000000,أجزاء ولوازم معدة حصرا أو بصورة رئيسية للإستخدام مع الأجهزة الداخلة في البنود من 8519 حتى 8521,5
85232100000,بطاقات مشتملة على مسارات ممغنطة لحوامل ممغنطة التسجيل الصوت او الظواهر الاخرى,5
85232900000,حوامل ممغنطة لتسجيل الصوت او الظواهر الأخرى (غ.م.ك),0
85234100000,حوامل بصرية لتسجيل الصوت او الظواهر الأخرى غير مسجلة,0
85234900000,حوامل بصرية لتسجيل الصوت او الظواهر الاخرى (غ.م.ك),0
85235100000,ادوات تخزين تعتمد على رقاقات الذاكرة و . . بادوات ذاكرة الكترونية الحوامل نصف موصلة للكهرباء لتسجيل,0
85235200100,شرائح اتصالات مخصصة لاجهزة الاتصالات simcard,0
85235200900,"حوامل نصف موصلة للكهرباء بطاقات ذكية"" لتسجيل الصوت او الظواهر الاخرى (غ.م.ك)",0
85235900000,حوامل نصف موصلة للكهرباء (غ. م.ك) لتسجيل الصوت او الظواهر الاخرى,0
85238010000,اسطوانات للحاكيات (جرامفون) لتسجيل الصوت.. وان كانت مسجلة عدا منتجات مذكورة بفصل 37,5
85238090000,اقراص اشرطة حوامل تسجيل الصوت .. وان كانت مسجلة بما فيها قوالب .. عدا منتجات مذكورة بفصل 37 (غ. م.ك),0
85241110000,"وحدات لوحات العرض المسطحة، وإن كانت تتضمن شاشات حساسة تعمل باللمس من بلورات سائلة المعدة للأجهزة الداخلة بالبنود 88.01 ، 88.02 ، 88.06",5
85241120000,"وحدات لوحات العرض المسطحة .. من بلورات سائلة المعدة للأج... بالبنود 84.23 ، 8805.10 ، 90.22 86.06 86.05 86.04 86.03 86.02 86.01",5
85241130000,"وحدات لوحات العرض.. من بلورات سائلة .. المعدة للأجهزة الداخلة بالبنود 84.15 ، 84.26 ، 84.28 ، 85.36 85.35 84.72 84.30 ، 84.29",5
85241140000,"وحدات لوحات العرض.. من بلورات سائلة .. المعدة للأجهزة الداخلة بالبنود 84.25 ، 84.27 ، 84.76 ، ...... 85.21 85.19 ، 85.12 85.10 ، 85.09",5
85241190000,"وحدات لوحات العرض المسطحة، وإن كانت تتضمن شاشات حساسة تعمل باللمس بدون مشغلات أو دوائر تحكم من بلورات سائلة (غ.م.ك)",0
85241210000,وحدات لوحات العرض ... من صمامات ثنائية عضوية باعثة للضوء () OLEDالمعدة للأجهزة الداخلة بالبنود 88.06 88.02 88.01,5
85241220000,"وحدات لوحات العرض.. من صمامات ثنائية عضوية باعثة للضوء () OLEDالمعدة للأجهزة الداخلة بالبنود ..... 86.02 86.01 ، 90.22 8805.10 84.23",5
85241230000,وحدات لوحات العرض.. من صمامات ثنائية عضوية باعثة للضوء المعدة OLED للأجهزة الداخلة بالبنود 84.30 84.29 84.28 84.27 84.15,5
85241240000,وحدات لوحات العرض.. من صمامات ثنائية عضوية باعثة للضوء () OLEDالمعدة للأجهزة الداخلة بالبنود ... 85.10 85.09 84.7684.26 84.25,5
85241290000,"وحدات لوحات العرض المسطحة، وإن كانت تتضمن شاشات حساسة تعمل باللمس، من صمامات ثنائية عضوية باعثة للضوء () OLED(غ.م.ك)",0
85241910000,"لوحات العرض المسطحة، وإن كانت تتضمن شاشات حساسة تعمل باللمس المعدة للأجهزة الداخلة بالبنود (88.06 ، 88.02 ، 88.01 .م.ك",5
85241920000,"وحدات لوحات العرض المعدة للأجهزة الداخلة بالبنود 84.23 ، 8805.10 ، 90.22 ، 86.01 ، 86.02 ، 8606 ، 86.05 86.04 86.03 غم.ك",5
85241930000,"وحدات لوحات العرض. . المعدة للأجهزة الداخلة بالبنود 84.15 ، 84.27 ، 84.28 ، 84.29 ، 84.30 ، .......ك85.37 ، 85.36 85.35 84.72",5
85241940000,"وحدات لوحات العرض.. المعدة للأجهزة الداخلة بالبنود 84.25 ، 84.26 ، 84.76 ، 85.09 ، 85.10 ، ). (غم.ك. 90.05، 87.11، 85.21 ، 85.19 ، 85.12",5
85241990000,"وحدات لوحات العرض المسطحة، وإن كانت تتضمن شاشات حساسة تعمل باللمس بدون مشغلات أو دوائر تحكم (غ.م.ك)",0
85249110000,"وحدات لوحات العرض ... من بلورات سائلة (غ. م. ك ) المعدة للأجهزة الداخلة بالبند 88.01 ، 88.02 ، 88.06",5
85249120000,"وحدات لوحات العرض ... من بلورات سائلة (غ. م.ك ) المعدة للأجهزة الداخلة بالبنود 84.23 ، 8805.10 ... 86.04 86.03 ، 86.02 ، 86.01 ، 90.22",5
85249130000,"وحدات لوحات العرض ... من بلورات سائلة (غ. م.ك) المعدة للأجهزة الداخلة بالبنود 84.15 ، 84.27 85.35 84.72 ، 84.30 ، 84.29 ،84.28",5
85249140000,"وحدات لوحات العرض ... من بلورات سائلة (غ.م.ك) المعدة للأجهزة الداخلة بالبنود 84.25 ، 84.26 85.1985.12 85.10 ، 85.09 84.76",5
85249190000,وحدات لوحات العرض... من بلورات سائلة (غ. م.ك),0
85249210000,وحدات لوحات العرض ... من صمامات ثنائية عضوية باعثة للضوء () OLED(غ.م.ك) المعدة للأجهزة 88.06 88.02 88.01 الداخلة بالبند,5
85249220000,وحدات لوحات العرض .... من صمامات ثنائية عضوية باعثة للضوء () OLED(غ.م.ك) المعدة للأجهزة 86.01 90.22 8805.10 84.23 الداخلة بالبنود,5
85249230000,"وحدات لوحات العرض ... من صمامات ثنائية عضوية باعثة للضوء () OLED(غ. م. ك ) المعدة للأجهزة 84.29 84.28،84.27 ، 84.15 الداخلة بالبنود",5
85249240000,"وحدات لوحات العرض ... من صمامات ثنائية عضوية باعثة للضوء () OLED(غ.م.ك) المعدة للأجهزة 85.09 84.76 84.26 ، 84.25 الداخلة بالبنود",5
85249290000,"وحدات لوحات العرض المسطحة، وإن كانت تتضمن شاشات حساسة تعمل باللمس من صمامات ثنائية عضوية باعثة للضوء () OLED(غ.م.ك)",0
85249910000,"وحدات لوحات العرض المسطحة، وإن كانت تتضمن شاشات حساسة تعمل باللمس (ع.م.ك) المعدة للأجهزة 88.06 88.02 88.01 الداخلة بالبند",5
85249920000,"وحدات لوحات العرض المسطحة، وإن كانت تتضمن شاشات حساسة تعمل باللمس (غ.م.ك) المعدة للأجهزة .... 90.22 8805.10 ، 84.23 الداخلة بالبنود",5
85249930000,"وحدات لوحات العرض المسطحة، وإن كانت تتضمن شاشات حساسة تعمل باللمس (غ.م.ك) المعدة للأجهزة ....... 84.28 84.27 ، 84.15 الداخلة بالبنود",5
85249940000,"وحدات لوحات العرض المسطحة، وإن كانت تتضمن شاشات حساسة تعمل باللمس (غ.م.ك) المعدة للأجهزة 85.09 84.76 84.26 ، 84.25 الداخلة بالبنود",5
85249990000,"وحدات لوحات العرض المسطحة، وإن كانت تتضمن شاشات حساسة تعمل باللمس (غ. م.ك)",0
85255010000,اجهزة ارسال عدا اجهزة ارسال الاذاعة ( راديو) أو الاذاعة المصورة (تلفزيون),0
85255090000,اجهزة ارسال الاذاعة و الاذاعة المصورة (تلفزيون) وان كانت مندمجة بجهاز تسجيل او .. عدار سال (غ. م.ك),5
85256000000,اجهزة ارسال اخر للاذاعة او الاذاعة المصورة (تلفزيون) مندمجة بجهاز استقبال,0
85258110000,"كاميرات تلفزيونية ، عالية السرعة محددة في البند الفرعي (1) من هاا الفصل",5
85258190000,"كاميرات رقمية وكاميرات الفيديو المسجلة ، عالية السرعة محددة في البند الفرعي (1) من هاا الفصل",0
85258210000,"كاميرات تليفزيونية غيرها، مقاومة أو متحملة للأشعاع محددة في البند الفرعي (2) من هذا الفصل",5
85258290000,"كاميرات رقمية وكاميرات الفيديو المسجلة ، مقاومة أو متحملة للأشعاع محددة في البند الفرعي (2) من هذا الفصل (غ. م.ك)",0
85258310000,"كاميرات تليفزيونية ، للرؤية الليلية محددة في البند الفرعي (3) من هذا الفصل",5
85258390000,"كاميرات رقمية وكاميرات الفيديو المسجلة ، للرؤية الليلية محددة في البند الفرعي (3) من هذا الفصل",0
85258910000,كاميرات تليفزيونية (غ. م.ك),5
85258990000,كاميرات رقمية وكاميرات الفيديو المسجلة (غ.م.ك),0
85261000000,أجهزة رادار,5
85269100000,أجهزة إرشاد ملاحي بالراديو,5
85269200000,أجهزة توجيه عن بعد بالراديو,5
85271200000,أجهزة استقبال راديو قادرة أن تعمل بلا مصدر طاقة خارجي مندمجا بها مشغل كاسيت بحجم جيب,5
85271300000,أجهزة استقبال راديو قادرة أن تعمل بلا مصدر طاقة خارجي مندمجاً بها أجهزة لتسجيل أو لإذاعة الصوت,5
85271900000,أجهزة استقبال راديو قادرة أن تعمل بلا مصدر طاقة خارجي (غ. م.ك),5
85272100000,"أجهزة استقبال راديو, تعمل فقط بمصدر طاقة خارجي للمركبات مندمجة بجهاز تسجيل أو إذاعة الصوت",5
85272900000,"أجهزة استقبال راديو, تعمل فقط بمصدر طاقة خارجي للمركبات (غ.م.ك)",5
85279100000,أجهزة استقبال راديو مندمجة بجهاز تسجيل أو بجهاز لإذاعة الصوت,5
85279200000,أجهزة استقبال راديو أخر غير مندمجة بجهاز تسجيل أو بجهاز .. ولكن مندمجة بأحد أجهزة أصناف صناعة الساعات,5
85279920000,أجهزة استقبال للاذاعة اخر ن وان .. (غ. م.ك) المستوردة .. مصانع المعينات السمعية كمدخلات انتاج,0
85279990000,اجهزة استقبال للاذاعة وان كانت مندمجة ضمن البدن بجهاز تسجيل ... (غ. م.ك),5
85284200000,"شاشات عرض ذات انبوبة اشعة كاثودية ، قابلة للتوصيل مباشرة ومعدة للاستعمال مع جهاز المعالجة الذاتية للبيانات الداخل في البند 84.71",0
85284910000,شاشات عرض مصممة للعمل مع كمبيوتر .. غير مدمج بها جهاز استقبال اذاعة مصورة ذات انبوبة اشعة كاثودية,5
85284990000,شاشات عرض غير مندمج بها اجهزة استقبال اذاعة مصورة (تلفزيون) ذات انبوبة اشعة كاثودية (غ.م.ك),5
85285210000,شاشات عرض آخر لا يزيد حجمها عن 32 إنش قابلة للتوصيل مباشرة ومعدة للاستعمال مع جهاز المعالجة الذاتية للبيانات الداخل في البند 84.71,0
85285290000,شاشات عرض أخر يزيد حجمها عن 32 إنش قابلة للتوصيل مباشرة ومعدة للاستعمال مع جهاز المعالجة الذاتية للبيانات الداخل في البند 84.71,15
85285940000,"شاشات عرض اخر ، غيرها، الشاشات المصممة للعمل مع أجهزة الكمبيوتر بالإضافة إلى أجهزة أخرى",15
85285990000,شاشات عرض آخر (غ.م.ك),25
85286200000,اجهزة عرض (غ. م.ك) من النوع المستعمل حصرا او .. مع انظمة المعالجة الذاتية.. الداخلة فيالبند 8471,0
85286910000,اجهزة عرض ..Multimedia Projector) تعمل بارتباط مع اجهزة داخلة بالبند 8471 بالاضافة لاجهزة اخرى,5
85286990000,اجهزة عرض آخر غير مندمج بها اجهزة استقبال الاذاعة المصورة (تلفزيون) (غ. م.ك),5
85287110000,اجهزة استقبال بث تلفزيوني (رسيفر) وان.. مدمج بها جهاز استقبال اذاعة او .. غير معدة لاحتواء جهاز او ...,15
85287190000,اجهزة استقبال اذاعة مصورة وان... مدمج بها جهاز استقبال اذاعة او .. غير معد لاحتواء جهاز او شاشة. (غ. م.ك),15
85287210000,المفككة المستوردة من قبل المصانع كمدخلات انتاج,5
85287290000,اجهزة استقبال ملونة للاذاعة المصورة (تلفزيون) وان كان مدمج بها جهاز استقبال اذاعة او .. (غ.م.ك),15
85287300000,"اجهزة استقبال با الوان احادية, للاذاعة المصورة وان كان مدمج بها جهاز استقبال اذاعة او .. (غ.م.ك)",15
85291010000,عاكسات هوائيات وأجزاء تستعمل مع الهوائيات والعاكسات لأجهزة استقبال أو إرسال عبر الأقمار ...,5
85291020000,هوائيات (صواري) وعاكسات هوائيات وأجزاء معدة للاستخدام مع اجهزة ارسال بالراديو للهاتف او البرق,0
85291090000,عاكسات هوائيات وأجزاء تستعمل مع العاكسات والهوائيات (غ.م.ك),5
85299010000,أجزاء لأجهزة استقبال للاذاعة راديو ) والاذاعة المصورة (تلفزيون),0
85299020000,"اجزاء اجهزة ( ارسال ( عدا راديو او تلفزة مرسل مع مستقبل, كاميرا فيديورقمية",0
85299030000,"غيرها، لوحات الكترونية مستوردة كمدخلات انتاج من قبل المصانع المرخصة لتصنيع الشاشات التي تعمل باللمس",0
85299090000,أجزاء معدة للإستعمال حصرا للأجهزة الداخلة في البنود من 8525 إلى 8528 (ع.م.ك),5
85301000000,أجهزة كهربائية للإشارة أو الأمان أو الرقابة .. أو لتنظيم المرور الطرق السكك الحديدية وما يماثلها,0
85308000000,أجهزة كهربائية للإشارة أو الأمان.. أو لتنظيم المرور للطرق البرية أو المائية الداخلية أو .. الخ,0
85309000000,أجزاء أجهزة كهربائية الداخلة بالبند 8530,0
85311000000,#NAME?,0
85312000000,لوحات دلالة أو بيان محتوية علىأدوات ذات بلورات سائلة () أو LCDصمامات ثنائية باعثة للضوء ()LED,0
85318000000,أجهزة كهربائية للتنبيه بالصوت أو بالرؤية (غ. م.ك),5
85319010000,أجزاء للوحات ( دلالة أو بيان ) محتوية .. ذات بلورات سائلة () أو LCDصمامات ثنائية باعثة للضوء ()LED,0
85319090000,أجزاء للأجهزة الكهربائية للتنبيه بالصوت أو بالرؤية (غ.م.ك),5
85321000000,مكثفات كهربائية ثابتة للدوائر الكهربائية بتردد 50/60 هيرتز تستوعب قدرة تفاعلية 0.5 كيلوفار,0
85322100000,مكثفات كهربائية ثابتة آخر من تنتالوم,0
85322200000,مكثفات كهربائية ثابتة آخر إلكتروليتية من ألمنيوم,0
85322300000,مكثفات كهربائية ثابتة أخر ذات عازل من خزف ذو طبقة واحدة,0
85322400000,مكثفات كهربائية ثابتة أخر ذات عازل من خزف متعدد الطبقات,0
85322500000,مكثفات كهربائية ثابتة آخر ذات عازل من ورق أو من لدائن,0
85322900000,مكثفات كهربائية ثابتة آخر (غ. م.ك),0
85323000000,مكثفات كهربائية متغيرة أو قابلة للتعديل,0
85329000000,أجزاء للمكثفات الكهربائية الثابتة أو المتغيرة أو القابلة للتعديل,0
85331000000,مقاومات كهربائية غير حرارية ثابتة من كربون مكتلة أو ذات طبقة رقيقة,0
85332100000,"مقاومات كهربائية غير حرارية ثابتة أخر, معدة لقدرة 20 واط",0
85332900000,مقاومات كهربائية غير حرارية ثابتة أخر (غ. م.ك),0
85333100000,"مقاومات كهربائية متغيرة من أسلاك ملفوفة, ومقاومات قياس فرق الجهد القدرة = 20 واط",0
85333900000,"مقاومات كهربائية متغيرة من أسلاك ملفوفة ومقاومات قياس فرق الجهد, لقدرة 20 واط",0
85334000000,"مقاومات كهربائية متغيرة أخر, ومقاومات قياس فرق الجهد (غ.م.ك)",0
85339000000,أجزاء المقاومات الكهربائية غير الحرارية الداخلة بالبند 8533,0
85340000000,دوائر (دارات) مطبوعة,0
85351000000,منصهرات (فيوزات) كهربائية لجهد > 1 كيلو فولت,25
85352100000,قاطعات تیار ذاتية الحركة والجهد - il كيلو فولت و < 72.5 كيلو فولت,25
85352900000,قاطعات تیار ذاتية الحركة لجهد 72.5 كيلو فولت,25
85353000000,مفاتيح تقسيم ومفاتيح وصل وقطع التيار لجهد يزيد 1 كيلو فولت,25
85354000000,مانعات صواعق ومحددات جهد وأجهزة إمتصاص الصدمات الكهربائية لجهد - 1 كيلو فولت,25
85359000000,"أجهزة أخر كهربائية لتقسيم الدوائر الكهربائية, لجهد - 1 كيلو فولت, (غ. م.ك)",15
85361010000,منصهرات (فيوزات) كهربائية لجهد < 1 كيلو فولت المستوردة من قبل المصانع كمدخلات انتاج,0
85361090000,"منصهرات (فيوزات كهربائية, لجهد - 1 كيلو فولت, (غ.م.ك)",25
85362010000,قاطعات تيار ذاتية الحركة الجهد 1 كيلو فولت المستورد من قبل المصانع كمدخلات انتاج,0
85362090000,قاطعات تيار ذاتية الحركة لجهد 1 كيلو فولت (غ. م.ك),15
85363010000,أجهزة أخر للوقاية من التغيرات المفاجئة في المقادير الكهربائية لجهد 1 كيلو فولت,15
85363090000,"أجهزة أخر الوقاية التيار الكهربائي, لجهد < 1 كيلو فولت (غ. م.ك)",15
85364110000,مرحلات معدة لجهد 160 فولت المستورد من قبل المصانع كمدخلات انتاج,0
85364190000,مرحلات معدة لجهد 60 فولت (غ.م.ك),15
85364910000,مرحلات معدة لجهد 160 فولت و < 1 كيلو فولت المستورد من قبل المصانع كمدخلات انتاج,0
85364990000,مرحلات معدة لجهد 160 فولت و < 1 كيلو فولت (غ. م.ك),15
85365010000,مفاتيح كهربائية للتيار المتناوب.. (دارات) إدخال و... بصريا (مفاتيح للتيار .. معزول) لجهد 1 ك.ف,0
